mOTU ID	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)														
SD_QD_bin_124	63.53	5.806	46.8	2775	2384275	891	2770	12283	0.877399293	c__Deltaproteobacteria (UID3216)	247	40	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__SURF-7;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction
SD_QD_bin_125	98.51	1.498	42.7	28741	4546915	306	4066	100108	0.899871616	o__Cytophagales (UID2936)	454	28.57	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__	
SD_QD_bin_128	59.44	1.818	43.6	11254	2110612	290	2095	63131	0.870982804	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__UBA11858;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_129	64.73	7.181	48.2	6745	3407278	635	3524	27955	0.866000533	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_13	94.95	2.521	61.9	66900	4380380	134	3969	191835	0.899886133	k__Bacteria (UID3187)	190	0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA1149;f__UBA1149;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction
SD_QD_bin_130	60.46	3.513	53.1	3445	3363980	1065	3563	16679	0.863757502	k__Bacteria (UID3187)	188	14.29	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_131	51.25	6.911	49.4	2692	1158814	432	1363	15976	0.876453211	c__Deltaproteobacteria (UID3217)	280	49.18	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	
SD_QD_bin_132	73.85	1.553	67.3	5014	1948540	427	2129	16355	0.912834407	k__Bacteria (UID2142)	316	16.67	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__SLSQ01;s__	d__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Trueperales;f__Trueperaceae;g__;s__	
SD_QD_bin_133	66.4	3.022	38.4	4453	1555523	408	1862	17740	0.88320135	c__Gammaproteobacteria (UID4267)	544	27.78	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__;g__;s__	
SD_QD_bin_134	76.86	7	54.8	22810	2954169	209	2777	86607	0.882069116	k__Bacteria (UID1452)	163	11.11	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__UBA11579;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_135	95.53	1.098	52.6	29567	3039320	189	2722	76770	0.908827044	k__Bacteria (UID2495)	147	100	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__;s__	d__Bacteria;p__candidate division Zixibacteria;c__;o__;f__;g__;s__	
SD_QD_bin_136	78.02	6.374	51.6	12994	3276496	391	3395	67217	0.885751337	c__Gammaproteobacteria (UID4267)	544	41.03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_137	76.61	2.258	54.4	15069	2703183	239	2637	72271	0.912370746	c__Deltaproteobacteria (UID3216)	247	100	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	Sulphate reduction
SD_QD_bin_139	83.1	0	56.2	29225	3314296	163	3161	71455	0.897265711	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__	
SD_QD_bin_14	85.26	3.898	33.8	9274	2402648	369	2457	54064	0.886315965	f__Flavobacteriaceae (UID2845)	548	40	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	
SD_QD_bin_140	88.43	5.862	54.3	56445	3488006	156	3444	192905	0.897268836	c__Gammaproteobacteria (UID4267)	544	30.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_142	83.91	1.259	42.6	9644	2398217	306	2407	66671	0.909378326	s__algicola (UID2846)	571	10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__PRS1;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__;s__	
SD_QD_bin_143	90.81	1.349	56.4	15942	2461646	241	2571	77554	0.890785033	c__Gammaproteobacteria (UID4267)	544	50	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
SD_QD_bin_145	89.54	0	69.7	29449	4484124	219	4077	87669	0.932214075	k__Bacteria (UID2565)	143	0	d__Bacteria;p__Planctomycetota;c__PLA2;o__PLA2;f__PLA2;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__	
SD_QD_bin_146	64.97	0.854	54.8	3070	1838814	626	2161	11378	0.918573855	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__Holophagae;o__Thermotomaculales;f__Thermotomaculaceae;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_149	76.21	1.727	57.2	20542	2023634	173	2058	79192	0.87566946	p__Proteobacteria (UID3880)	261	77.78	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-40;g__SG8-40;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_15	88.23	2.053	63.3	63296	3801615	165	3574	189835	0.911150927	c__Gammaproteobacteria (UID4267)	544	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_150	50.19	6.362	45.1	2976	2277692	809	2506	8274	0.92298313	k__Bacteria (UID2569)	278	18.75	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__;f__;g__;s__	
SD_QD_bin_151	84.19	6.389	54	11197	1698641	197	1707	52568	0.903651034	k__Bacteria (UID2982)	229	54.55	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA985;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	
SD_QD_bin_152	54	1.995	58	4370	1548219	417	1803	20111	0.883533315	c__Gammaproteobacteria (UID4267)	544	27.27	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_153	74.43	2.04	62.2	3187	4352375	1456	4404	15171	0.899101371	k__Bacteria (UID2982)	229	0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__;g__;s__	
SD_QD_bin_155	75.03	2.58	45.5	8575	2946501	400	2894	31387	0.829231941	c__Deltaproteobacteria (UID3216)	247	25	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction
SD_QD_bin_156	94.91	0.847	46.8	9113	2684228	418	2895	33159	0.891726541	k__Bacteria (UID209)	105	100	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__JAFGMB01;g__JAENYO01;s__	d__Bacteria;p__Synergistetes;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Acetomicrobium;s__	
SD_QD_bin_157	52.75	1.724	54.3	3037	1559967	535	1915	11310	0.874928841	k__Bacteria (UID203)	104	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__	
SD_QD_bin_158	67.46	5.128	66.3	4612	3876612	961	3805	24415	0.89363491	k__Bacteria (UID3187)	188	16.67	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_159	56.36	4.075	62.4	2890	1141043	419	1466	12458	0.889116806	k__Bacteria (UID203)	104	5.88	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__;s__	
SD_QD_bin_16	82.36	8.09	49	6174	3970669	826	4102	28651	0.881249294	k__Bacteria (UID1452)	163	8.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__G519;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	
SD_QD_bin_160	54.7	0	68.3	3075	5290111	1833	5908	11318	0.911356105	k__Bacteria (UID203)	103	0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction
SD_QD_bin_162	96.45	2.747	59.2	9485	3537758	516	3337	39001	0.892832906	k__Bacteria (UID2495)	147	100	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__JAGNLV01;s__	d__Bacteria;p__candidate division Zixibacteria;c__;o__;f__;g__;s__	
SD_QD_bin_163	52.67	3.713	49.6	5521	3031711	599	3358	48096	0.792276879	c__Deltaproteobacteria (UID3216)	247	62.5	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__BM002;f__BM002;g__BM002;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__;g__;s__	Sulphate reduction
SD_QD_bin_164	64.49	1.707	48	2979	2402304	837	2775	10286	0.868914791	k__Bacteria (UID3187)	188	25	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__QQUY01;s__	d__Bacteria;p__Acidobacteria;c__Blastocatellia;o__Blastocatellales;f__Pyrinomonadaceae;g__;s__	
SD_QD_bin_165	62.05	3.548	70.8	2930	5458361	1964	5967	16479	0.901059133	c__Deltaproteobacteria (UID3216)	247	62.5	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Plesiocystis;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Plesiocystis;s__	
SD_QD_bin_167	75.76	2.661	61.3	10222	2114164	315	2174	46032	0.915921472	c__Gammaproteobacteria (UID4267)	544	69.23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_169	87.5	0.207	57.4	7438	2112090	361	2202	25065	0.8834615	c__Deltaproteobacteria (UID3216)	247	100	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__Geopsychrobacteraceae;g__Pelovirga;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales;f__;g__;s__	
SD_QD_bin_17	80.77	6.456	55.2	6059	2915205	612	3032	30266	0.908114343	c__Gammaproteobacteria (UID4202)	481	31.03	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_QD_bin_171	51.89	0.854	37.8	8716	825762	135	985	30874	0.913434247	k__Bacteria (UID1453)	171	0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__GWA2-44-7;f__UBA8517;g__;s__	d__Bacteria;p__Candidatus Woesebacteria;c__;o__;f__;g__;s__	
SD_QD_bin_172	76.63	3.571	57.1	3628	2591814	792	2912	13163	0.876788478	c__Deltaproteobacteria (UID3217)	280	42.86	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__BM506;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction
SD_QD_bin_173	50.92	9.785	54.7	2063	1813599	852	2172	6111	0.895956531	k__Bacteria (UID2565)	152	7.14	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__;s__	
SD_QD_bin_174	57.13	8.167	57.7	3277	2280525	744	2594	10644	0.922086866	k__Bacteria (UID3187)	188	33.33	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__	d__Bacteria;p__Candidatus Aminicenantes;c__;o__;f__;g__;s__	
SD_QD_bin_176	90.2	9.9	40	14104	2292718	254	2312	50053	0.901174276	k__Bacteria (UID203)	104	66.67	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Salinimicrobium;s__	
SD_QD_bin_178	97.52	2.616	50.1	54637	4883859	172	4074	181572	0.93114691	k__Bacteria (UID2569)	278	71.43	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_QD_bin_180	70.92	6.818	58.9	3109	3559157	1194	4016	15742	0.90201044	k__Bacteria (UID1452)	163	12.5	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__UBA4811;g__;s__	d__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__;g__;s__	
SD_QD_bin_181	84.68	1.74	65.2	9005	3472745	474	3242	41757	0.908516955	k__Bacteria (UID2982)	229	20	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Roseibacillus_B;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__	
SD_QD_bin_183	89.35	3.935	59.7	81232	3685017	129	3578	326804	0.907464977	c__Gammaproteobacteria (UID4443)	451	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_184	56.55	8.457	64.8	3063	3437621	1188	3842	10319	0.902889882	k__Bacteria (UID3187)	188	9.09	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__UBA6623;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_185	86.07	2.521	43.8	11186	1924118	209	1978	41361	0.873485656	c__Gammaproteobacteria (UID4443)	451	55.56	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Porticoccaceae;g__Porticoccus;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Porticoccaceae;g__Porticoccus;s__	
SD_QD_bin_186	81.17	5.726	56.7	23328	3500396	204	3222	88470	0.891984877	c__Gammaproteobacteria (UID4202)	481	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_QD_bin_188	96.1	0	50	11473	3951520	526	3483	47173	0.858001608	k__Bacteria (UID3187)	188	0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__RPQK01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_19	83.43	5.454	47.5	11986	2112472	261	2274	44352	0.90762214	k__Bacteria (UID1452)	163	14.29	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Pelolinea;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	
SD_QD_bin_192	59.27	5.573	37.6	4333	1273516	345	1541	27338	0.912428731	k__Bacteria (UID3060)	335	57.14	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	
SD_QD_bin_193	91.5	1.661	42.6	16483	3749222	331	3251	64439	0.899878459	k__Bacteria (UID2569)	278	50	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__B18-G4;g__B18-G4;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__	
SD_QD_bin_194	74.56	7.158	55.2	5441	2068864	484	2205	22134	0.896708616	k__Bacteria (UID2982)	230	61.11	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__Pontiella;s__	d__Bacteria;p__Kiritimatiellaeota;c__Kiritimatiellae;o__Kiritimatiellales;f__Pontiellaceae;g__;s__	
SD_QD_bin_196	60.47	8.525	44.1	4409	1942447	513	2096	20254	0.806632251	c__Deltaproteobacteria (UID3216)	247	35	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction
SD_QD_bin_197	55.17	0	68.7	7488	3423031	642	3193	46297	0.905000575	k__Bacteria (UID203)	104	0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_QD_bin_198	77.4	3.396	45	3575	1979152	622	2295	22712	0.906628272	k__Bacteria (UID2495)	147	75	d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__FEB-12;g__QQUK01;s__	d__Bacteria;p__Calditrichaeota;c__;o__;f__;g__;s__	
SD_QD_bin_199	61.29	3.585	58	3389	3332088	1057	3554	11073	0.894187031	k__Bacteria (UID1452)	163	12.5	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__B4-G1;f__SLSP01;g__PWVB01;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__;f__;g__;s__	
SD_QD_bin_201	57.56	0.925	38	22097	760042	47	843	66570	0.885112672	k__Bacteria (UID1452)	161	0	d__Bacteria;p__Patescibacteria;c__WWE3;o__UBA101185;f__UBA10185;g__;s__	d__Bacteria;p__candidate division WWE3;c__;o__;f__;g__;s__	
SD_QD_bin_203	88.1	1.863	56.8	66389	2758301	87	2821	193166	0.886206751	p__Proteobacteria (UID3882)	261	25	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__	
SD_QD_bin_204	57.72	4.91	56.2	10550	2606731	389	2579	45922	0.877393915	k__Bacteria (UID1452)	163	50	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_205	91.13	4.471	46.8	13797	2055655	226	2170	45039	0.88988781	k__Bacteria (UID3060)	338	33.33	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__S145-25;s__	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__;s__	
SD_QD_bin_207	53.18	1.818	47	22443	2085433	168	1969	88733	0.880117551	k__Bacteria (UID1452)	163	0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__	
SD_QD_bin_208	57.27	4.772	44.8	2538	1225082	485	1450	10118	0.875896852	k__Bacteria (UID1452)	163	83.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Brevefilum;s__Brevefilum sp016841525	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__;s__	
SD_QD_bin_209	94.79	0.099	35.4	57212	2875731	99	2855	152373	0.928986386	k__Bacteria (UID3187)	182	0	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_21	56.73	1.784	30.2	3407	1538833	494	1809	12746	0.884500471	f__Flavobacteriaceae (UID2845)	548	9.09	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	
SD_QD_bin_210	91.66	1.934	46.8	64516	2579504	89	2443	132316	0.84950016	c__Deltaproteobacteria (UID3217)	280	0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction
SD_QD_bin_211	77.94	6.955	55.8	5191	2337697	560	2492	23616	0.813532632	c__Deltaproteobacteria (UID3217)	280	66.67	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfurivibrionaceae;g__JAHJIQ01;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	
SD_QD_bin_213	86.51	0	29.9	17699	1194778	114	1161	69405	0.865326911	k__Bacteria (UID2495)	143	0	d__Bacteria;p__Dependentiae;c__Babeliae;o__Babeliales;f__UASB340;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
SD_QD_bin_214	65.36	8.441	66.1	4482	2259783	594	2497	23859	0.918546146	k__Bacteria (UID2495)	147	45.45	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__	
SD_QD_bin_215	78.26	2.513	57.7	4025	2545916	720	2765	16647	0.885330057	c__Deltaproteobacteria (UID3217)	280	27.27	d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__;g__;s__	
SD_QD_bin_216	93.65	4.196	53.6	104464	3475075	65	3105	317126	0.902007942	c__Gammaproteobacteria (UID4202)	481	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__	
SD_QD_bin_217	65.11	6.086	62.2	4807	1816938	452	2033	15223	0.906233846	k__Bacteria (UID209)	105	40	d__Bacteria;p__Bipolaricaulota;c__Bipolaricaulia;o__UBA7950;f__UBA9294;g__;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
SD_QD_bin_218	87.35	3.08	54.7	62327	3503739	130	3351	201503	0.913015735	c__Gammaproteobacteria (UID4267)	544	7.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__SZUA-117 sp905480255	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__	
SD_QD_bin_22	73.64	4.166	42	4288	1446806	382	1737	20434	0.910053137	k__Bacteria (UID3060)	335	57.14	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	d__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__	
SD_QD_bin_220	58.05	3.761	36.1	2500	914428	369	1163	9602	0.910183955	k__Bacteria (UID203)	104	6.25	d__Bacteria;p__Patescibacteria;c__Dojkabacteria;o__SC72;f__SC72;g__WOZL01;s__	d__Bacteria;p__;c__;o__;f__;g__;s__	
