BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
SD_DY_contig_6213267.region001	SD_DY_contig_6213267	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_6216011.region001	SD_DY_contig_6216011	Genus species strain strain	lanthipeptide-class-i	RiPPs	Genus species Unclassified.	
SD_DY_contig_6222573.region001	SD_DY_contig_6222573	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_6223671.region001	SD_DY_contig_6223671	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6242392.region001	SD_DY_contig_6242392	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6257240.region001	SD_DY_contig_6257240	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
SD_DY_contig_6294468.region001	SD_DY_contig_6294468	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_6300518.region001	SD_DY_contig_6300518	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_632131.region001	SD_DY_contig_632131	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_6367863.region001	SD_DY_contig_6367863	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6379287.region001	SD_DY_contig_6379287	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_639234.region001	SD_DY_contig_639234	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6426584.region001	SD_DY_contig_6426584	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_64400.region001	SD_DY_contig_64400	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_655463.region001	SD_DY_contig_655463	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_65779.region001	SD_DY_contig_65779	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6589950.region001	SD_DY_contig_6589950	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_6628154.region001	SD_DY_contig_6628154	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6635768.region001	SD_DY_contig_6635768	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_6639375.region001	SD_DY_contig_6639375	Genus species strain strain	PKS-like	PKSother	Genus species Unclassified.	
SD_DY_contig_666170.region001	SD_DY_contig_666170	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_6673344.region001	SD_DY_contig_6673344	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6674772.region001	SD_DY_contig_6674772	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6690762.region001	SD_DY_contig_6690762	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_6696124.region001	SD_DY_contig_6696124	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
SD_DY_contig_6704518.region001	SD_DY_contig_6704518	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6714579.region001	SD_DY_contig_6714579	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6715382.region001	SD_DY_contig_6715382	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_6720709.region001	SD_DY_contig_6720709	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6737175.region001	SD_DY_contig_6737175	Genus species strain strain	proteusin	RiPPs	Genus species Unclassified.	
SD_DY_contig_6737218.region001	SD_DY_contig_6737218	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_6752147.region001	SD_DY_contig_6752147	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_6760610.region001	SD_DY_contig_6760610	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
SD_DY_contig_680363.region001	SD_DY_contig_680363	Genus species strain strain	lanthipeptide-class-v	RiPPs	Genus species Unclassified.	
SD_DY_contig_6805886.region001	SD_DY_contig_6805886	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_6808165.region001	SD_DY_contig_6808165	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_6820245.region001	SD_DY_contig_6820245	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6830202.region001	SD_DY_contig_6830202	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_6850404.region001	SD_DY_contig_6850404	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_6858760.region001	SD_DY_contig_6858760	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_6864544.region001	SD_DY_contig_6864544	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6878799.region001	SD_DY_contig_6878799	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_6883453.region001	SD_DY_contig_6883453	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
SD_DY_contig_6922628.region001	SD_DY_contig_6922628	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_6946928.region001	SD_DY_contig_6946928	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7045228.region001	SD_DY_contig_7045228	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7053520.region001	SD_DY_contig_7053520	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
SD_DY_contig_7094816.region001	SD_DY_contig_7094816	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_7175355.region001	SD_DY_contig_7175355	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_7187217.region001	SD_DY_contig_7187217	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7190764.region001	SD_DY_contig_7190764	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7221623.region001	SD_DY_contig_7221623	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_7234192.region001	SD_DY_contig_7234192	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_7241058.region001	SD_DY_contig_7241058	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_7267937.region001	SD_DY_contig_7267937	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_731984.region001	SD_DY_contig_731984	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_732132.region001	SD_DY_contig_732132	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7329664.region001	SD_DY_contig_7329664	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_7339008.region001	SD_DY_contig_7339008	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7348919.region001	SD_DY_contig_7348919	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7364288.region001	SD_DY_contig_7364288	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_7366259.region001	SD_DY_contig_7366259	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
SD_DY_contig_7375379.region001	SD_DY_contig_7375379	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7376207.region001	SD_DY_contig_7376207	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7383501.region001	SD_DY_contig_7383501	Genus species strain strain	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
SD_DY_contig_7385538.region001	SD_DY_contig_7385538	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_7387081.region001	SD_DY_contig_7387081	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_7400526.region001	SD_DY_contig_7400526	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
SD_DY_contig_7424131.region001	SD_DY_contig_7424131	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_743655.region001	SD_DY_contig_743655	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_743692.region001	SD_DY_contig_743692	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7440934.region001	SD_DY_contig_7440934	Genus species strain strain	linaridin	RiPPs	Genus species Unclassified.	
SD_DY_contig_744545.region001	SD_DY_contig_744545	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_746219.region001	SD_DY_contig_746219	Genus species strain strain	NI-siderophore	Others	Genus species Unclassified.	
SD_DY_contig_7467023.region001	SD_DY_contig_7467023	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7489233.region001	SD_DY_contig_7489233	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_7493756.region001	SD_DY_contig_7493756	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
SD_DY_contig_749963.region001	SD_DY_contig_749963	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
SD_DY_contig_7508400.region001	SD_DY_contig_7508400	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_7512962.region001	SD_DY_contig_7512962	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_752486.region001	SD_DY_contig_752486	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7538143.region001	SD_DY_contig_7538143	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_7548080.region001	SD_DY_contig_7548080	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_7577197.region001	SD_DY_contig_7577197	Genus species strain strain	RiPP-like.terpene	Others	Genus species Unclassified.	
SD_DY_contig_7604836.region001	SD_DY_contig_7604836	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7611347.region001	SD_DY_contig_7611347	Genus species strain strain	lanthipeptide-class-iv	RiPPs	Genus species Unclassified.	
SD_DY_contig_7616210.region001	SD_DY_contig_7616210	Genus species strain strain	HR-T2PKS	Others	Genus species Unclassified.	
SD_DY_contig_7619257.region001	SD_DY_contig_7619257	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
SD_DY_contig_7629090.region001	SD_DY_contig_7629090	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
SD_DY_contig_763608.region001	SD_DY_contig_763608	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7667584.region001	SD_DY_contig_7667584	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
SD_DY_contig_7668297.region001	SD_DY_contig_7668297	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_7681331.region001	SD_DY_contig_7681331	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_773384.region001	SD_DY_contig_773384	Genus species strain strain	phosphonate-like	Others	Genus species Unclassified.	
SD_DY_contig_774650.region001	SD_DY_contig_774650	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_7779.region001	SD_DY_contig_7779	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_7814866.region001	SD_DY_contig_7814866	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7828446.region001	SD_DY_contig_7828446	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
SD_DY_contig_7846063.region001	SD_DY_contig_7846063	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_7863398.region001	SD_DY_contig_7863398	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
SD_DY_contig_789086.region001	SD_DY_contig_789086	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_790213.region001	SD_DY_contig_790213	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7907655.region001	SD_DY_contig_7907655	Genus species strain strain	lanthipeptide-class-i	RiPPs	Genus species Unclassified.	
SD_DY_contig_7925139.region001	SD_DY_contig_7925139	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_7974936.region001	SD_DY_contig_7974936	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7979374.region001	SD_DY_contig_7979374	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_7979906.region001	SD_DY_contig_7979906	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_799098.region001	SD_DY_contig_799098	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_7993784.region001	SD_DY_contig_7993784	Genus species strain strain	terpene.RRE-containing	Others	Genus species Unclassified.	
SD_DY_contig_80486.region001	SD_DY_contig_80486	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
SD_DY_contig_8058721.region001	SD_DY_contig_8058721	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8067993.region001	SD_DY_contig_8067993	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_8074523.region001	SD_DY_contig_8074523	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_8087617.region001	SD_DY_contig_8087617	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8091156.region001	SD_DY_contig_8091156	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_8102158.region001	SD_DY_contig_8102158	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
SD_DY_contig_8106516.region001	SD_DY_contig_8106516	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
SD_DY_contig_8115010.region001	SD_DY_contig_8115010	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_8115092.region001	SD_DY_contig_8115092	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_8115258.region001	SD_DY_contig_8115258	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8126078.region001	SD_DY_contig_8126078	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8131544.region001	SD_DY_contig_8131544	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8140778.region001	SD_DY_contig_8140778	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_814333.region001	SD_DY_contig_814333	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_8146853.region001	SD_DY_contig_8146853	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8151327.region001	SD_DY_contig_8151327	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8152342.region001	SD_DY_contig_8152342	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8161538.region001	SD_DY_contig_8161538	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8164351.region001	SD_DY_contig_8164351	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_8187061.region001	SD_DY_contig_8187061	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_8193030.region001	SD_DY_contig_8193030	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8202811.region001	SD_DY_contig_8202811	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_8207817.region001	SD_DY_contig_8207817	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_8209171.region001	SD_DY_contig_8209171	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_8209309.region001	SD_DY_contig_8209309	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
SD_DY_contig_8216137.region001	SD_DY_contig_8216137	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_8216243.region001	SD_DY_contig_8216243	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_8228764.region001	SD_DY_contig_8228764	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8241135.region001	SD_DY_contig_8241135	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8257125.region001	SD_DY_contig_8257125	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8260080.region001	SD_DY_contig_8260080	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
SD_DY_contig_8268621.region001	SD_DY_contig_8268621	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_8269382.region001	SD_DY_contig_8269382	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_8292947.region001	SD_DY_contig_8292947	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_8299225.region001	SD_DY_contig_8299225	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8312628.region001	SD_DY_contig_8312628	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8331705.region001	SD_DY_contig_8331705	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_8344830.region001	SD_DY_contig_8344830	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
SD_DY_contig_8371887.region001	SD_DY_contig_8371887	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8395720.region001	SD_DY_contig_8395720	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_8399192.region001	SD_DY_contig_8399192	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_8400579.region001	SD_DY_contig_8400579	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_8419529.region001	SD_DY_contig_8419529	Genus species strain strain	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
SD_DY_contig_8436493.region001	SD_DY_contig_8436493	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_852021.region001	SD_DY_contig_852021	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
SD_DY_contig_8582192.region001	SD_DY_contig_8582192	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
SD_DY_contig_8729427.region001	SD_DY_contig_8729427	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_873242.region001	SD_DY_contig_873242	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
SD_DY_contig_8739154.region001	SD_DY_contig_8739154	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_8760320.region001	SD_DY_contig_8760320	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8787890.region001	SD_DY_contig_8787890	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_879585.region001	SD_DY_contig_879585	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_8796723.region001	SD_DY_contig_8796723	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8800642.region001	SD_DY_contig_8800642	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_8810391.region001	SD_DY_contig_8810391	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8817148.region001	SD_DY_contig_8817148	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_88252.region001	SD_DY_contig_88252	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
SD_DY_contig_8826801.region001	SD_DY_contig_8826801	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_8827167.region001	SD_DY_contig_8827167	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8832922.region001	SD_DY_contig_8832922	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_8835867.region001	SD_DY_contig_8835867	Genus species strain strain	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
SD_DY_contig_8845631.region001	SD_DY_contig_8845631	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_8882093.region001	SD_DY_contig_8882093	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_888517.region001	SD_DY_contig_888517	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
SD_DY_contig_8894752.region001	SD_DY_contig_8894752	Genus species strain strain	proteusin	RiPPs	Genus species Unclassified.	
SD_DY_contig_8896245.region001	SD_DY_contig_8896245	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8928799.region001	SD_DY_contig_8928799	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
SD_DY_contig_8942961.region001	SD_DY_contig_8942961	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_8947131.region001	SD_DY_contig_8947131	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
SD_DY_contig_8948127.region001	SD_DY_contig_8948127	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_895538.region001	SD_DY_contig_895538	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_8959266.region001	SD_DY_contig_8959266	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
SD_DY_contig_8960657.region001	SD_DY_contig_8960657	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_8993958.region001	SD_DY_contig_8993958	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_9002825.region001	SD_DY_contig_9002825	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_901379.region001	SD_DY_contig_901379	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9013862.region001	SD_DY_contig_9013862	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_9013973.region001	SD_DY_contig_9013973	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_9015556.region001	SD_DY_contig_9015556	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_9015951.region001	SD_DY_contig_9015951	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_9036026.region001	SD_DY_contig_9036026	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_9036554.region001	SD_DY_contig_9036554	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_9039999.region001	SD_DY_contig_9039999	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_906278.region001	SD_DY_contig_906278	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_9068045.region001	SD_DY_contig_9068045	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
SD_DY_contig_9076747.region001	SD_DY_contig_9076747	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_909570.region001	SD_DY_contig_909570	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
SD_DY_contig_9096894.region001	SD_DY_contig_9096894	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
SD_DY_contig_9124018.region001	SD_DY_contig_9124018	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_9163482.region001	SD_DY_contig_9163482	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9164978.region001	SD_DY_contig_9164978	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_9201570.region001	SD_DY_contig_9201570	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
SD_DY_contig_9206545.region001	SD_DY_contig_9206545	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9218421.region001	SD_DY_contig_9218421	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_922270.region001	SD_DY_contig_922270	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
SD_DY_contig_922270.region002	SD_DY_contig_922270	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_9226717.region001	SD_DY_contig_9226717	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
SD_DY_contig_9248399.region001	SD_DY_contig_9248399	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_9293598.region001	SD_DY_contig_9293598	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9324069.region001	SD_DY_contig_9324069	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
SD_DY_contig_9377885.region001	SD_DY_contig_9377885	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_938077.region001	SD_DY_contig_938077	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
SD_DY_contig_9394163.region001	SD_DY_contig_9394163	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_9398573.region001	SD_DY_contig_9398573	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_940032.region001	SD_DY_contig_940032	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_9423453.region001	SD_DY_contig_9423453	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
SD_DY_contig_945137.region001	SD_DY_contig_945137	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9503705.region001	SD_DY_contig_9503705	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_9507941.region001	SD_DY_contig_9507941	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
SD_DY_contig_9537411.region001	SD_DY_contig_9537411	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_9541959.region001	SD_DY_contig_9541959	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
SD_DY_contig_9572948.region001	SD_DY_contig_9572948	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
SD_DY_contig_9574181.region001	SD_DY_contig_9574181	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9581945.region001	SD_DY_contig_9581945	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
SD_DY_contig_9587888.region001	SD_DY_contig_9587888	Genus species strain strain	indole	Others	Genus species Unclassified.	
SD_DY_contig_9596017.region001	SD_DY_contig_9596017	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
SD_DY_contig_9600193.region001	SD_DY_contig_9600193	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
SD_DY_contig_9600451.region001	SD_DY_contig_9600451	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_9606590.region001	SD_DY_contig_9606590	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
