mOTU ID	BGC	GTDB taxonomy
SD_QD_bin_279	SD_QD_contig_8396130.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__
SD_QD_bin_281	SD_QD_contig_16573359.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
SD_QD_bin_281	SD_QD_contig_16573917.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
SD_QD_bin_281	SD_QD_contig_17702344.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
SD_QD_bin_281	SD_QD_contig_8613174.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__
SD_QD_bin_282	SD_QD_contig_928358.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__
SD_QD_bin_282	SD_QD_contig_23100474.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__
SD_QD_bin_282	SD_QD_contig_4280079.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__
SD_QD_bin_282	SD_QD_contig_15412262.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__
SD_QD_bin_282	SD_QD_contig_13893606.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__
SD_QD_bin_282	SD_QD_contig_7698784.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JABURQ01;s__
SD_QD_bin_29	SD_QD_contig_27772578.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__
SD_QD_bin_29	SD_QD_contig_2673173.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__
SD_QD_bin_29	SD_QD_contig_25663624.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__
SD_QD_bin_33	SD_QD_contig_16751646.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__
SD_QD_bin_33	SD_QD_contig_7344002.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__
SD_QD_bin_33	SD_QD_contig_5889466.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__
SD_QD_bin_33	SD_QD_contig_9858908.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__
SD_QD_bin_33	SD_QD_contig_21100358.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__
SD_QD_bin_33	SD_QD_contig_3027063.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__
SD_QD_bin_33	SD_QD_contig_13276425.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__
SD_QD_bin_39	SD_QD_contig_20090643.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__
SD_QD_bin_39	SD_QD_contig_11581190.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__
SD_QD_bin_39	SD_QD_contig_22825000.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__
SD_QD_bin_44	SD_QD_contig_2381810.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__
SD_QD_bin_44	SD_QD_contig_19928046.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__
SD_QD_bin_44	SD_QD_contig_14416813.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__
SD_QD_bin_44	SD_QD_contig_21723234.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__
SD_QD_bin_44	SD_QD_contig_6912869.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__
SD_QD_bin_46	SD_QD_contig_13426649.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_30781293.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_820971.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_22118129.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_30795503.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_18975802.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_1670239.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_21393818.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_1704378.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_2493212.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_30103738.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_15916150.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_26178363.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_5688444.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_5688450.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_28564192.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_8852183.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_14376003.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_186926.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_12805620.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_22270221.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_10447978.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_1019471.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_26269105.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_16076525.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_2682830.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_353031.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_3524429.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_11487907.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_14694433.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_1283160.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_17911611.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_14762360.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_16348119.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_1354282.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_26605775.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_26605964.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_1438018.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_21186579.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_690265.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_7805963.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_25977525.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_14184070.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_46	SD_QD_contig_27594365.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__UBA2199;f__UBA2199;g__;s__
SD_QD_bin_47	SD_QD_contig_28410689.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
SD_QD_bin_47	SD_QD_contig_29997984.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
SD_QD_bin_47	SD_QD_contig_4210753.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
SD_QD_bin_4	SD_QD_contig_4317863.region001	d__Bacteria;p__4484-113;c__4484-113;o__4484-113;f__JAFGCY01;g__;s__
SD_QD_bin_51	SD_QD_contig_26750922.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__
SD_QD_bin_52	SD_QD_contig_27387772.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXP01;f__SMXP01;g__;s__
SD_QD_bin_54	SD_QD_contig_183065.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
SD_QD_bin_54	SD_QD_contig_13645228.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
SD_QD_bin_55	SD_QD_contig_7169497.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_11981597.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_11210935.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_5722233.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_29385731.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_14405784.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_11513712.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_2165179.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_55	SD_QD_contig_26755047.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_57	SD_QD_contig_24486507.region001	d__Bacteria;p__AABM5-125-24;c__BMS3BBIN04;o__BMS3BBIN04;f__BMS3BBIN04;g__BMS3BBIN04;s__
SD_QD_bin_57	SD_QD_contig_13720435.region001	d__Bacteria;p__AABM5-125-24;c__BMS3BBIN04;o__BMS3BBIN04;f__BMS3BBIN04;g__BMS3BBIN04;s__
SD_QD_bin_57	SD_QD_contig_19623729.region001	d__Bacteria;p__AABM5-125-24;c__BMS3BBIN04;o__BMS3BBIN04;f__BMS3BBIN04;g__BMS3BBIN04;s__
SD_QD_bin_58	SD_QD_contig_25227802.region001	d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Desulfuromonadales;f__BM103;g__M0040;s__
SD_QD_bin_59	SD_QD_contig_6377203.region001	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__
SD_QD_bin_59	SD_QD_contig_23800794.region001	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__
SD_QD_bin_59	SD_QD_contig_9447142.region001	d__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Trueperaceae;g__;s__
SD_QD_bin_60	SD_QD_contig_6156853.region001	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__;s__
SD_QD_bin_60	SD_QD_contig_7088487.region001	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__;s__
SD_QD_bin_61	SD_QD_contig_9124182.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__
SD_QD_bin_61	SD_QD_contig_11663466.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__;s__
SD_QD_bin_62	SD_QD_contig_30820424.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__
SD_QD_bin_62	SD_QD_contig_6415441.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__
SD_QD_bin_62	SD_QD_contig_28553839.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__;s__
SD_QD_bin_64	SD_QD_contig_4643233.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__
SD_QD_bin_65	SD_QD_contig_21397549.region001	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__LZORAL124-64-63;s__
SD_QD_bin_65	SD_QD_contig_12269197.region001	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__LZORAL124-64-63;s__
SD_QD_bin_66	SD_QD_contig_25788924.region001	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__
SD_QD_bin_66	SD_QD_contig_29901735.region001	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__
SD_QD_bin_67	SD_QD_contig_10737165.region001	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__MTP4;s__
SD_QD_bin_69	SD_QD_contig_30623747.region001	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__UBA2774;g__CR02bin9;s__
SD_QD_bin_68	SD_QD_contig_2383160.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
SD_QD_bin_68	SD_QD_contig_15825140.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
SD_QD_bin_68	SD_QD_contig_19792943.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
SD_QD_bin_68	SD_QD_contig_11233225.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
SD_QD_bin_68	SD_QD_contig_28652420.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
SD_QD_bin_68	SD_QD_contig_13773290.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
SD_QD_bin_68	SD_QD_contig_18577218.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__;s__
SD_QD_bin_70	SD_QD_contig_5612459.region001	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__B12-G4;s__
SD_QD_bin_70	SD_QD_contig_14330262.region001	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__B12-G4;s__
SD_QD_bin_70	SD_QD_contig_6572884.region001	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__B12-G4;s__
SD_QD_bin_74	SD_QD_contig_22094939.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__
SD_QD_bin_74	SD_QD_contig_20041571.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Halothiobacillales;f__Halothiobacillaceae;g__Guyparkeria;s__
SD_QD_bin_75	SD_QD_contig_11094092.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937525
SD_QD_bin_75	SD_QD_contig_2685316.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__JAACFE01 sp009937525
SD_QD_bin_76	SD_QD_contig_21321412.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
SD_QD_bin_77	SD_QD_contig_4248765.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170;s__
SD_QD_bin_77	SD_QD_contig_20225729.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170;s__
SD_QD_bin_77	SD_QD_contig_31407885.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__UBA6170;s__
SD_QD_bin_78	SD_QD_contig_28503319.region001	d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__SZUA-365;g__;s__
SD_QD_bin_79	SD_QD_contig_18663445.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sediminimonas;s__
SD_QD_bin_80	SD_QD_contig_175023.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__UBA11579;s__
SD_QD_bin_81	SD_QD_contig_22305500.region001	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__;s__
SD_QD_bin_81	SD_QD_contig_1966135.region001	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__;s__
SD_QD_bin_81	SD_QD_contig_4352273.region001	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__;s__
SD_QD_bin_84	SD_QD_contig_23142748.region001	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Sulfurovum;s__
SD_QD_bin_85	SD_QD_contig_30786876.region001	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__PLanc-01;s__
SD_QD_bin_85	SD_QD_contig_26575159.region001	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__SG8-4;g__PLanc-01;s__
SD_QD_bin_86	SD_QD_contig_13488843.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__
SD_QD_bin_86	SD_QD_contig_27213996.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__
SD_QD_bin_87	SD_QD_contig_6333761.region001	d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__;s__
SD_QD_bin_87	SD_QD_contig_7841379.region001	d__Archaea;p__Thermoplasmatota;c__EX4484-6;o__EX4484-6;f__EX4484-6;g__;s__
SD_QD_bin_88	SD_QD_contig_31178594.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__
SD_QD_bin_89	SD_QD_contig_17455156.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__
SD_QD_bin_89	SD_QD_contig_26505625.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__
SD_QD_bin_89	SD_QD_contig_6038408.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micropepsales;f__Micropepsaceae;g__CAIYRG01;s__
SD_QD_bin_91	SD_QD_contig_8037598.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__;s__
SD_QD_bin_98	SD_QD_contig_30764039.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
SD_QD_bin_98	SD_QD_contig_11855142.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
SD_QD_bin_98	SD_QD_contig_24533895.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
SD_QD_bin_98	SD_QD_contig_11145848.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
SD_QD_bin_98	SD_QD_contig_23063687.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
SD_QD_bin_98	SD_QD_contig_1908330.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
SD_QD_bin_99	SD_QD_contig_3314962.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__UBA11579;s__
SD_QD_bin_99	SD_QD_contig_9822845.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11579;g__UBA11579;s__
ZJ_NB_bin_100	ZJ_NB_contig_15772162.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
ZJ_NB_bin_100	ZJ_NB_contig_25218362.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
ZJ_NB_bin_102	ZJ_NB_contig_19968385.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Quisquiliibacterium;s__
ZJ_NB_bin_105	ZJ_NB_contig_12427237.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAJQPP01;s__
ZJ_NB_bin_105	ZJ_NB_contig_1028467.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAJQPP01;s__
ZJ_NB_bin_105	ZJ_NB_contig_13855271.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAJQPP01;s__
ZJ_NB_bin_106	ZJ_NB_contig_14691357.region001	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLAD01;f__WLWN01;g__;s__
ZJ_NB_bin_106	ZJ_NB_contig_5608946.region001	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLAD01;f__WLWN01;g__;s__
ZJ_NB_bin_106	ZJ_NB_contig_5616585.region001	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLAD01;f__WLWN01;g__;s__
ZJ_NB_bin_106	ZJ_NB_contig_1618584.region001	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__SLAD01;f__WLWN01;g__;s__
ZJ_NB_bin_108	ZJ_NB_contig_14065649.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__SG8-41 sp001303585
ZJ_NB_bin_108	ZJ_NB_contig_10083127.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__SG8-41;s__SG8-41 sp001303585
