bgc_name	membership_value	genome_name	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29
SD_QD_contig_118407.region001	0.0	SD_QD_bin_140	88.43	5.862	54.3	56445	3488006	156	3444	192905	0.897268836	c__Gammaproteobacteria (UID4267)	544	30.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_12638362.region001	0.0	SD_QD_bin_224	88.97	0.092	52.7	20372	3106421	252	2967	84899	0.912612813	c__Deltaproteobacteria (UID3216)	247	100.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	Sulphate reduction														
SD_QD_contig_12638362.region002	0.0	SD_QD_bin_224	88.97	0.092	52.7	20372	3106421	252	2967	84899	0.912612813	c__Deltaproteobacteria (UID3216)	247	100.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	Sulphate reduction														
JS_YC_contig_13093603.region001	0.0	JS_YC_bin_42	88.51	6.51	65.6	38264	3973382	200	3796	123855	0.913333847	c__Gammaproteobacteria (UID4267)	544	5.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_14416813.region001	0.367818649305815	SD_QD_bin_44	81.38	4.557	64.0	58269	3167689	124	2998	138362	0.906452877	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_16779813.region001	0.0	SD_QD_bin_210	91.66	1.934	46.8	64516	2579504	89	2443	132316	0.84950016	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
SD_QD_contig_17383934.region001	0.0	SD_QD_bin_183	89.35	3.935	59.7	81232	3685017	129	3578	326804	0.907464977	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_WZ_contig_4117647.region001	0.0	ZJ_WZ_bin_204	87.52	2.171	63.3	45878	3484937	219	3402	140448	0.912166743	c__Gammaproteobacteria (UID4267)	544	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
FJ_XM_contig_32342001.region001	0.384649106780976	FJ_XM_bin_120	90.09	8.192	65.6	57062	4117732	122	3860	210423	0.901950424	c__Gammaproteobacteria (UID4274)	581	2.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
JS_YC_contig_19917638.region001	0.384649106780975	JS_YC_bin_42	88.51	6.51	65.6	38264	3973382	200	3796	123855	0.913333847	c__Gammaproteobacteria (UID4267)	544	5.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_19928046.region001	0.0	SD_QD_bin_44	81.38	4.557	64.0	58269	3167689	124	2998	138362	0.906452877	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
FJ_XM_contig_15138506.region001	0.282309422078529	FJ_XM_bin_120	90.09	8.192	65.6	57062	4117732	122	3860	210423	0.901950424	c__Gammaproteobacteria (UID4274)	581	2.13	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_2381810.region001	0.28230942207853	SD_QD_bin_44	81.38	4.557	64.0	58269	3167689	124	2998	138362	0.906452877	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__JAABYT01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_2436771.region001	0.0	SD_QD_bin_119	87.01	3.19	48.4	45163	4195028	175	3581	231026	0.928881039	p__Bacteroidetes (UID2605)	316	22.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__															
JS_LYG_contig_5413384.region001	0.360131801330996	JS_LYG_bin_25	66.48	7.741	47.8	11323	2551654	320	2487	40889	0.836934052	c__Deltaproteobacteria (UID3216)	247	11.11	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__;g__;s__	Sulphate reduction														
SD_QD_contig_24592380.region001	0.360131801330997	SD_QD_bin_155	75.03	2.58	45.5	8575	2946501	400	2894	31387	0.829231941	c__Deltaproteobacteria (UID3216)	247	25.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
SD_QD_contig_26051585.region001	2.1073424255447e-08	SD_QD_bin_226	93.07	1.957	47.0	35911	4347084	219	3726	115757	0.929463275	p__Bacteroidetes (UID2605)	316	42.86	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__															
SD_QD_contig_13645228.region001	0.0	SD_QD_bin_54	64.32	5.068	61.6	26443	2326522	173	2225	82786	0.928076219	c__Gammaproteobacteria (UID4267)	544	14.63	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__;s__															
SD_DY_contig_27995665.region001	0.22921772638083	SD_DY_bin_143	97.58	2.097	58.5	41723	4186837	251	3949	128146	0.883384578	c__Gammaproteobacteria (UID4444)	507	90.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__															
SD_QD_contig_26962256.region001	0.229217726380831	SD_QD_bin_139	83.1	0.0	56.2	29225	3314296	163	3161	71455	0.897265711	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Marinobacter;s__															
SD_QD_contig_27933879.region002	0.0	SD_QD_bin_125	98.51	1.498	42.7	28741	4546915	306	4066	100108	0.899871616	o__Cytophagales (UID2936)	454	28.57	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__															
SD_QD_contig_4890714.region001	1.49011611938477e-08	SD_QD_bin_209	94.79	0.099	35.4	57212	2875731	99	2855	152373	0.928986386	k__Bacteria (UID3187)	182	0.0	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__															
ZJ_NB_contig_14949570.region001	1.49011611938477e-08	ZJ_NB_bin_126	94.86	1.305	39.9	141384	2683453	70	2832	288238	0.864817224	c__Gammaproteobacteria (UID4274)	581	11.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__;g__;s__															
SD_QD_contig_809665.region001	0.0	SD_QD_bin_250	87.74	1.612	57.0	28367	3767032	201	3415	143822	0.854435483	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__4572-123;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
SD_QD_contig_8242568.region001	0.0	SD_QD_bin_236	100.0	2.197	53.5	44164	3253927	127	2691	134455	0.902618171	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__Krumholzibacteriales;f__Krumholzibacteriaceae;g__Krumholzibacterium;s__	d__Bacteria;p__Candidatus Latescibacteria;c__;o__;f__;g__;s__															
ZJ_NB_contig_10063526.region001	0.0	ZJ_NB_bin_29	86.76	4.7	65.8	31956	3528215	208	3068	124395	0.927673236	k__Bacteria (UID3187)	188	28.57	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__Mor1;g__WVWW01;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
ZJ_NB_contig_10371558.region001	0.0	ZJ_NB_bin_135	98.75	1.176	62.1	64604	8910178	219	6761	227455	0.881848446	k__Bacteria (UID2565)	140	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__															
ZJ_NB_contig_10862988.region001	0.0	ZJ_NB_bin_20	95.91	0.586	49.7	106358	3246001	71	2860	227451	0.902053128	c__Gammaproteobacteria (UID4267)	544	33.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4486;f__UBA4486;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_12141422.region001	0.0	ZJ_NB_bin_27	94.95	5.042	46.8	95182	2652602	126	2546	310848	0.832271734	k__Bacteria (UID3187)	190	0.0	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__;g__;s__	d__Bacteria;p__Candidatus Dadabacteria;c__;o__;f__;g__;s__															
ZJ_NB_contig_12399028.region001	0.0	ZJ_NB_bin_6	99.95	0.85	61.1	40499	3093900	180	2783	176442	0.890109873	k__Bacteria (UID2982)	229	50.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__															
ZJ_NB_contig_12427237.region001	0.0	ZJ_NB_bin_105	53.59	1.176	53.4	19844	2473105	171	2132	68242	0.850642876	k__Bacteria (UID2565)	140	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__CAJQPP01;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__															
SD_QD_contig_15793187.region001	0.0	SD_QD_bin_203	88.1	1.863	56.8	66389	2758301	87	2821	193166	0.886206751	p__Proteobacteria (UID3882)	261	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_12457232.region001	0.0	ZJ_NB_bin_61	95.22	2.439	53.4	76817	2873740	81	2901	237478	0.889439486	p__Proteobacteria (UID3882)	261	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_QD_contig_15784645.region001	0.239982414183162	SD_QD_bin_203	88.1	1.863	56.8	66389	2758301	87	2821	193166	0.886206751	p__Proteobacteria (UID3882)	261	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_13649733.region001	0.239982414183162	ZJ_NB_bin_61	95.22	2.439	53.4	76817	2873740	81	2901	237478	0.889439486	p__Proteobacteria (UID3882)	261	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_13726994.region001	0.0	ZJ_NB_bin_144	91.81	5.636	57.5	48384	6073451	284	5369	438556	0.870224311	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
ZJ_NB_contig_13769179.region001	0.0	ZJ_NB_bin_8	86.36	2.727	50.1	77983	3264295	85	3092	226521	0.832241704	k__Bacteria (UID3187)	181	0.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__UBA8639;s__	d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__															
FJ_XM_contig_27801339.region001	0.262814777382851	FJ_XM_bin_121	75.05	0.745	58.5	23166	2551890	138	2620	99744	0.896932079	f__Rhodobacteraceae (UID3360)	582	80.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__															
GD_ST_contig_16683047.region001	0.262814777382851	GD_ST_bin_100	88.98	0.489	58.0	78341	3391574	75	3402	173639	0.883511811	f__Rhodobacteraceae (UID3360)	582	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__															
ZJ_NB_contig_14911987.region001	0.0	ZJ_NB_bin_49	83.84	4.597	57.3	50676	6893022	479	5914	167974	0.861300356	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__ARS98;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__															
ZJ_NB_contig_15306841.region001	0.0	ZJ_NB_bin_6	99.95	0.85	61.1	40499	3093900	180	2783	176442	0.890109873	k__Bacteria (UID2982)	229	50.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__															
ZJ_NB_contig_15508825.region001	0.0	ZJ_NB_bin_129	88.78	2.336	35.8	27297	3701828	212	3586	149416	0.872585277	k__Archaea (UID2)	149	0.0	d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__UBA460;f__Kariarchaeaceae;g__LC-2;s__	d__Archaea;p__Candidatus Heimdallarchaeota;c__;o__;f__;g__;s__															
ZJ_NB_contig_16271411.region001	0.0	ZJ_NB_bin_2	75.09	3.636	58.5	10567	4661619	654	4420	54521	0.892426195	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__J033;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
ZJ_NB_contig_16564760.region001	1.49011611938477e-08	ZJ_NB_bin_27	94.95	5.042	46.8	95182	2652602	126	2546	310848	0.832271734	k__Bacteria (UID3187)	190	0.0	d__Bacteria;p__Desulfobacterota_D;c__UBA1144;o__UBA2774;f__;g__;s__	d__Bacteria;p__Candidatus Dadabacteria;c__;o__;f__;g__;s__															
JS_YC_contig_19437490.region001	0.0	JS_YC_bin_180	97.95	3.287	57.7	41632	2500645	133	2269	125977	0.901845315	k__Bacteria (UID2982)	229	33.33	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Haloferula;s__															
ZJ_NB_contig_17883562.region001	0.383693550233423	ZJ_NB_bin_61	95.22	2.439	53.4	76817	2873740	81	2901	237478	0.889439486	p__Proteobacteria (UID3882)	261	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_18018078.region001	0.0	ZJ_NB_bin_78	97.27	0.909	45.6	92712	2652013	85	2682	205394	0.869543222	k__Bacteria (UID3187)	181	0.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__UBA6898;g__;s__	d__Bacteria;p__Nitrospirae;c__;o__;f__;g__;s__															
JS_LYG_contig_12331029.region001	0.0	JS_LYG_bin_44	91.81	2.909	51.9	47369	6438541	245	5743	359656	0.870090379	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__JAACFF01 sp009937635	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
SD_DY_contig_24155755.region001	0.0	SD_DY_bin_347	81.94	4.413	61.3	5818	7204919	1619	7183	39125	0.880989474	k__Bacteria (UID1452)	160	16.67	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__UCB3;f__JAANWY01;g__JAANWY01;s__	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__;g__;s__															
SD_QD_contig_12902762.region001	0.330928528335158	SD_QD_bin_271	75.15	4.727	56.2	21679	3369394	308	3178	103534	0.884441327	k__Bacteria (UID1452)	163	8.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
ZJ_NB_contig_21516717.region001	0.392449633714544	ZJ_NB_bin_144	91.81	5.636	57.5	48384	6073451	284	5369	438556	0.870224311	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
ZJ_WZ_contig_4787009.region001	0.330928528335158	ZJ_WZ_bin_128	90.9	5.181	56.0	11389	4966391	579	4750	48661	0.900608897	k__Bacteria (UID1452)	163	28.57	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
ZJ_NB_contig_22754226.region001	0.0	ZJ_NB_bin_167	85.97	2.957	50.1	15360	3977730	407	3458	100648	0.884633968	k__Bacteria (UID2982)	230	0.0	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__JABSQK01;f__JABSQK01;g__;s__	d__Bacteria;p__Lentisphaerae;c__Lentisphaeria;o__;f__;g__;s__															
ZJ_NB_contig_228189.region001	2.1073424255447e-08	ZJ_NB_bin_125	97.43	6.41	63.2	162532	2817252	67	2963	334871	0.911784185	k__Bacteria (UID1453)	171	11.11	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__ZC4RG35;g__SZUA-217;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__															
ZJ_NB_contig_22832207.region001	0.0	ZJ_NB_bin_135	98.75	1.176	62.1	64604	8910178	219	6761	227455	0.881848446	k__Bacteria (UID2565)	140	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__															
ZJ_NB_contig_23209905.region001	1.49011611938477e-08	ZJ_NB_bin_172	100.0	1.709	70.9	47437	3026561	105	3084	114895	0.915106545	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__IMCC26256;f__PALSA-555;g__;s__	d__Bacteria;p__Actinobacteria;c__Actinomycetia;o__;f__;g__;s__															
GD_ZH_contig_14663506.region001	0.0	GD_ZH_bin_214	91.31	6.427	69.2	69163	4645897	132	4423	225198	0.889545973	c__Betaproteobacteria (UID3971)	425	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-39;g__JAABRB01;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_25857530.region001	1.49011611938477e-08	ZJ_NB_bin_109	97.74	1.881	40.5	32753	4954423	299	4004	174085	0.858479046	k__Bacteria (UID2569)	278	25.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Draconibacterium;s__															
ZJ_NB_contig_26179855.region001	0.0	ZJ_NB_bin_126	94.86	1.305	39.9	141384	2683453	70	2832	288238	0.864817224	c__Gammaproteobacteria (UID4274)	581	11.11	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA4575;f__UBA4575;g__JABDMD01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__;g__;s__															
ZJ_NB_contig_3689460.region001	0.0	ZJ_NB_bin_49	83.84	4.597	57.3	50676	6893022	479	5914	167974	0.861300356	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__ARS98;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__															
SD_DY_contig_25831887.region001	0.0	SD_DY_bin_294	92.14	5.494	68.5	22806	3561979	234	3354	100888	0.917441653	k__Bacteria (UID2495)	147	20.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__UBA2982;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
ZJ_NB_contig_3812857.region001	0.0	ZJ_NB_bin_16	74.48	0.0	72.7	13293	2676516	282	2649	47414	0.906048669	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__															
ZJ_NB_contig_3828479.region001	0.0	ZJ_NB_bin_155	74.78	2.136	67.4	74292	2810001	64	2853	194466	0.899961356	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__SZUA-232;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__															
ZJ_NB_contig_4036110.region001	0.0	ZJ_NB_bin_135	98.75	1.176	62.1	64604	8910178	219	6761	227455	0.881848446	k__Bacteria (UID2565)	140	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__															
ZJ_NB_contig_4217584.region001	0.0	ZJ_NB_bin_146	87.09	4.014	57.7	18979	2446184	225	2621	85930	0.891342607	p__Proteobacteria (UID3880)	261	21.43	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidiferrobacterales;f__Sulfurifustaceae;g__Sulfuricaulis;s__	d__Bacteria;p__Proteobacteria;c__Candidatus Muproteobacteria;o__;f__;g__;s__															
ZJ_NB_contig_4556953.region001	1.49011611938477e-08	ZJ_NB_bin_175	93.96	2.331	40.2	32664	4396256	321	4048	142808	0.900947001	o__Cytophagales (UID2936)	454	30.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__SZUA-230;s__	d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__;s__															
ZJ_NB_contig_5290923.region001	0.0	ZJ_NB_bin_135	98.75	1.176	62.1	64604	8910178	219	6761	227455	0.881848446	k__Bacteria (UID2565)	140	0.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Pirellulaceae;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__;s__															
SD_DY_contig_23377154.region001	0.278835891624737	SD_DY_bin_168	79.03	0.909	49.8	15464	2571993	235	2592	68864	0.851319745	k__Bacteria (UID3187)	181	0.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__UBA8639;g__;s__	d__Bacteria;p__Nitrospirae;c__Nitrospira;o__Nitrospirales;f__;g__;s__															
