bgc_name	genome_name	score	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Product Prediction
SD_DY_contig_23471664.region001	SD_DY_bin_344	0.5755684909579106	96.44	3.488	64.8	35677	6436159	299	5201	155644	0.862883779	k__Bacteria (UID2565)	141	25.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__		NRPS
GD_ZH_contig_24475604.region001	GD_ZH_bin_156	0.5749804282636493	93.4	1.098	71.1	83796	4439181	79	3558	330037	0.900277519	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__ARS69;c__ARS69;o__ARS69;f__ARS69;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		lanthipeptide-class-i
ZJ_WZ_contig_15982881.region001	ZJ_WZ_bin_60	0.5746369486415209	96.12	4.334	65.4	108160	4932888	89	4603	254542	0.889367018	c__Gammaproteobacteria (UID4267)	544	4.76	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__JADJYF01;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__		RiPP-like
SD_DY_contig_16172338.region001	SD_DY_bin_118	0.5745317434542426	96.38	2.282	65.0	42122	4921360	238	4858	163033	0.864199633	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__SZUA-8;g__SZUA-8;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		betalactone
SD_DY_contig_13090631.region001	SD_DY_bin_118	0.5745317434542426	96.38	2.282	65.0	42122	4921360	238	4858	163033	0.864199633	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__SZUA-8;g__SZUA-8;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		T1PKS
SD_DY_contig_22824326.region001	SD_DY_bin_118	0.5745317366837055	96.38	2.282	65.0	42122	4921360	238	4858	163033	0.864199633	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__SZUA-8;g__SZUA-8;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		terpene
SD_QD_contig_30170427.region001	SD_QD_bin_224	0.5735672555537829	88.97	0.092	52.7	20372	3106421	252	2967	84899	0.912612813	c__Deltaproteobacteria (UID3216)	247	100.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfotignum;s__	Sulphate reduction	NAGGN
ZJ_WZ_contig_3206502.region001	ZJ_WZ_bin_72	0.5733092385637848	81.03	1.724	68.3	48014	2967151	96	2712	147017	0.904853223	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__		terpene
SD_DY_contig_2611000.region001	SD_DY_bin_232	0.5728194230825191	91.51	0.909	56.4	21253	5334644	400	5109	71471	0.891402892	k__Bacteria (UID1452)	163	100.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Aggregatilineales;f__A4b;g__;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		T1PKS
ZJ_WZ_contig_26683625.region001	ZJ_WZ_bin_2	0.5727881046433507	98.29	2.136	68.3	63565	4250225	151	4130	201097	0.913349004	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__		betalactone
GD_ZH_contig_8508877.region001	GD_ZH_bin_118	0.5713309425887896	97.26	2.477	65.1	70941	3087382	90	2606	237849	0.917775846	k__Bacteria (UID2570)	273	16.67	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__		terpene
GD_ZH_contig_13860703.region001	GD_ZH_bin_118	0.5713309358182523	97.26	2.477	65.1	70941	3087382	90	2606	237849	0.917775846	k__Bacteria (UID2570)	273	16.67	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__		terpene
GD_ZH_contig_20709471.region001	GD_ZH_bin_118	0.571330933013804	97.26	2.477	65.1	70941	3087382	90	2606	237849	0.917775846	k__Bacteria (UID2570)	273	16.67	d__Bacteria;p__Bacteroidota;c__UBA10030;o__UBA10030;f__UBA6906;g__;s__	d__Bacteria;p__Ignavibacteriae;c__Ignavibacteria;o__;f__;g__;s__		RRE-containing
HN_SY_contig_11483605.region001	HN_SY_bin_70	0.5707150144851392	98.38	0.376	66.8	26847	5083506	392	4740	147222	0.850592753	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction	RRE-containing
ZJ_WZ_contig_11021775.region002	ZJ_WZ_bin_220	0.5696432782249644	95.8	3.356	61.2	86547	4744845	80	4595	238316	0.883978771	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA11873;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
ZJ_WZ_contig_3869886.region001	ZJ_WZ_bin_197	0.5690907035107338	97.86	4.273	65.4	67752	5589428	192	4681	367294	0.866561094	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__FEB-10;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__		terpene
ZJ_WZ_contig_9598932.region001	ZJ_WZ_bin_197	0.5690906967401967	97.86	4.273	65.4	67752	5589428	192	4681	367294	0.866561094	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__FEB-10;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__;f__;g__;s__		T3PKS
HN_SY_contig_27942486.region001	HN_SY_bin_220	0.5682188180352387	96.42	3.538	61.1	39575	4849333	253	4398	172985	0.890216763	c__Gammaproteobacteria (UID4444)	506	61.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		RiPP-like
GX_BH_contig_6745036.region001	GX_BH_bin_52	0.5676266417716401	98.86	3.409	71.5	38632	5390865	299	4418	150992	0.916054643	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__B15-G4;o__B15-G4;f__B15-G4;g__;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__		NRPS.T1PKS
JS_YC_contig_6167522.region001	JS_YC_bin_171	0.5664047781962179	86.36	2.272	56.8	27566	6406818	313	5216	167729	0.850533548	k__Bacteria (UID1452)	163	33.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		NRPS-like
JS_YC_contig_62914.region002	JS_YC_bin_171	0.5664047781962179	86.36	2.272	56.8	27566	6406818	313	5216	167729	0.850533548	k__Bacteria (UID1452)	163	33.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		terpene
JS_YC_contig_62914.region001	JS_YC_bin_171	0.5664047781962179	86.36	2.272	56.8	27566	6406818	313	5216	167729	0.850533548	k__Bacteria (UID1452)	163	33.33	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Caldilineales;f__Caldilineaceae;g__JAHBNG01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		terpene
ZJ_NB_contig_13726994.region001	ZJ_NB_bin_144	0.5655931880948508	91.81	5.636	57.5	48384	6073451	284	5369	438556	0.870224311	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__UBA11865;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		terpene
ZJ_WZ_contig_8310022.region001	ZJ_WZ_bin_80	0.5648265685317103	89.7	2.053	57.3	67079	2752180	57	2559	163083	0.913275968	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		RiPP-like
ZJ_WZ_contig_10970164.region001	ZJ_WZ_bin_80	0.5648265685317103	89.7	2.053	57.3	67079	2752180	57	2559	163083	0.913275968	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		phosphonate-like
ZJ_WZ_contig_15215092.region001	ZJ_WZ_bin_80	0.5648265685317103	89.7	2.053	57.3	67079	2752180	57	2559	163083	0.913275968	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		hydrogen-cyanide
ZJ_WZ_contig_5245751.region001	ZJ_WZ_bin_80	0.5648265589567248	89.7	2.053	57.3	67079	2752180	57	2559	163083	0.913275968	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		RRE-containing
SD_DY_contig_14165360.region001	SD_DY_bin_139	0.5643198710580924	96.43	4.487	70.2	17493	5081054	432	4464	78842	0.92225536	k__Bacteria (UID3187)	188	14.29	d__Bacteria;p__Acidobacteriota;c__Mor1;o__Mor1;f__Mor1;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		RRE-containing
ZJ_WZ_contig_24981772.region001	ZJ_WZ_bin_66	0.5630140346912976	85.25	2.816	68.4	71374	3273946	80	2968	139741	0.908765351	c__Gammaproteobacteria (UID4267)	544	7.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		NAGGN
ZJ_WZ_contig_24681133.region001	ZJ_WZ_bin_66	0.5630140346912976	85.25	2.816	68.4	71374	3273946	80	2968	139741	0.908765351	c__Gammaproteobacteria (UID4267)	544	7.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		NRPS-like
ZJ_WZ_contig_6169881.region001	ZJ_WZ_bin_66	0.5630140279207604	85.25	2.816	68.4	71374	3273946	80	2968	139741	0.908765351	c__Gammaproteobacteria (UID4267)	544	7.69	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__		phosphonate-like
ZJ_WZ_contig_6835350.region001	ZJ_WZ_bin_68	0.5629739427465555	78.62	5.172	62.8	36492	3697210	279	3568	110221	0.920781427	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_4541248.region001	SD_DY_bin_39	0.5625558426179421	96.1	2.58	57.0	57440	4949261	213	4850	171535	0.877713114	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	NRPS-like
SD_DY_contig_28922950.region001	SD_DY_bin_39	0.5625558426179421	96.1	2.58	57.0	57440	4949261	213	4850	171535	0.877713114	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	NRPS-like
SD_DY_contig_16951154.region001	SD_DY_bin_39	0.5625558426179421	96.1	2.58	57.0	57440	4949261	213	4850	171535	0.877713114	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	NRPS-like
SD_DY_contig_6127333.region001	SD_DY_bin_39	0.5625558426179421	96.1	2.58	57.0	57440	4949261	213	4850	171535	0.877713114	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	terpene
ZJ_WZ_contig_26310595.region001	ZJ_WZ_bin_166	0.5611720540115832	99.14	2.136	64.5	99430	4243036	106	4194	227630	0.885326428	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__		RRE-containing
ZJ_WZ_contig_5432259.region001	ZJ_WZ_bin_166	0.5611720512071348	99.14	2.136	64.5	99430	4243036	106	4194	227630	0.885326428	k__Bacteria (UID1453)	171	0.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__UBA5794;f__UBA5794;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__;f__;g__;s__		RRE-containing
LN_DD_contig_17079702.region001	LN_DD_bin_69	0.5607457616892276	72.36	1.709	60.2	104674	3117169	107	2742	240769	0.924920137	k__Bacteria (UID3187)	188	50.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		lassopeptide
LN_DD_contig_15597930.region001	LN_DD_bin_69	0.5607457616892276	72.36	1.709	60.2	104674	3117169	107	2742	240769	0.924920137	k__Bacteria (UID3187)	188	50.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		NRPS-like
GD_ST_contig_22097523.region001	GD_ST_bin_5	0.5606862653807758	72.41	0.862	67.2	14601	3619999	302	3567	49153	0.896603844	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__J153;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
GX_BH_contig_2507503.region001	GX_BH_bin_103	0.5601522146999479	92.9	1.419	63.8	45433	4296613	165	3873	193941	0.902937912	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__;g__;s__	Sulphate reduction	ectoine
JS_LYG_contig_2546501.region001	JS_LYG_bin_137	0.5597775941469241	92.46	5.087	57.3	58514	3317461	96	3090	216132	0.928238958	c__Gammaproteobacteria (UID4202)	481	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__		NRPS-like
HN_SY_contig_13408442.region001	HN_SY_bin_105	0.5596275139222934	95.8	0.645	57.6	63600	4505832	160	4179	264756	0.853396862	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction	betalactone.RRE-containing
SD_DY_contig_19756711.region001	SD_DY_bin_69	0.5593176671423569	89.99	3.148	64.3	89080	4382151	124	4049	255245	0.901542674	c__Gammaproteobacteria (UID4267)	544	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		terpene
ZJ_WZ_contig_1545005.region001	ZJ_WZ_bin_25	0.5590386607564011	91.46	4.945	66.8	76488	4120950	132	3628	208146	0.918953128	k__Bacteria (UID2495)	147	40.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__		betalactone
LN_DD_contig_19897329.region001	LN_DD_bin_191	0.5558373155861638	97.3	4.679	61.3	34112	5128804	235	4868	151298	0.88977202	c__Gammaproteobacteria (UID4267)	544	8.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA11873;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
ZJ_WZ_contig_18891158.region001	ZJ_WZ_bin_220	0.5555352453815853	95.8	3.356	61.2	86547	4744845	80	4595	238316	0.883978771	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA11873;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_24002907.region001	SD_DY_bin_392	0.555250126445379	94.87	2.35	65.6	50001	4388514	189	3784	166864	0.922559188	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__JACPZX01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		RRE-containing
SD_DY_contig_26172748.region001	SD_DY_bin_392	0.5552501168703933	94.87	2.35	65.6	50001	4388514	189	3784	166864	0.922559188	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Mor1;o__JACPZX01;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		hglE-KS
SD_QD_contig_6343844.region001	SD_QD_bin_165	0.5551767636454636	62.05	3.548	70.8	2930	5458361	1964	5967	16479	0.901059133	c__Deltaproteobacteria (UID3216)	247	62.5	d__Bacteria;p__Myxococcota;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__Plesiocystis;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Nannocystaceae;g__Plesiocystis;s__		RiPP-like
LN_DD_contig_21872672.region001	LN_DD_bin_190	0.5484307010862095	94.08	8.421	58.5	50241	5708704	203	5307	178584	0.864868283	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		hydrogen-cyanide
LN_DD_contig_10929269.region001	LN_DD_bin_190	0.548430691511224	94.08	8.421	58.5	50241	5708704	203	5307	178584	0.864868283	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		T1PKS.hglE-KS
GX_BH_contig_9705425.region001	GX_BH_bin_29	0.5481298764208831	88.92	1.219	64.6	28402	3236623	164	3115	83587	0.891426995	p__Proteobacteria (UID3880)	261	50.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__RKSH01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		betalactone.hydrogen-cyanide
HN_SY_contig_29728826.region001	HN_SY_bin_59	0.5474146031313566	100.0	0.189	34.8	75012	2550185	77	2521	215834	0.851440259	o__Lactobacillales (UID543)	471	0.0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus lactis		T3PKS
GD_ZH_contig_9171408.region001	GD_ZH_bin_30	0.5471613239210301	92.72	5.181	65.7	30326	5930752	300	5407	104779	0.901096946	k__Bacteria (UID1452)	163	14.29	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__JACQED01;g__JACQED01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		ranthipeptide
GD_ZH_contig_22468248.region001	GD_ZH_bin_30	0.5471613121941158	92.72	5.181	65.7	30326	5930752	300	5407	104779	0.901096946	k__Bacteria (UID1452)	163	14.29	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__JACQED01;g__JACQED01;s__	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		RRE-containing
SD_DY_contig_136613.region001	SD_DY_bin_241	0.5465860824958176	94.67	2.608	64.0	31390	4545100	211	4305	186657	0.853790391	c__Alphaproteobacteria (UID3305)	349	12.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__		hydrogen-cyanide
SD_DY_contig_4745015.region001	SD_DY_bin_241	0.5465860824958176	94.67	2.608	64.0	31390	4545100	211	4305	186657	0.853790391	c__Alphaproteobacteria (UID3305)	349	12.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__		arylpolyene
ZJ_NB_contig_3746119.region001	ZJ_NB_bin_62	0.5463491962356138	92.33	4.941	62.3	46597	3909693	161	3728	175334	0.880586697	c__Gammaproteobacteria (UID4267)	544	4.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
GD_ZH_contig_15177757.region001	GD_ZH_bin_237	0.5448648012832998	95.04	0.99	52.4	49717	3632472	127	2995	154307	0.904387833	p__Bacteroidetes (UID2591)	302	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__B8-G4;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__		terpene
GD_ZH_contig_7592191.region001	GD_ZH_bin_237	0.5448647945127626	95.04	0.99	52.4	49717	3632472	127	2995	154307	0.904387833	p__Bacteroidetes (UID2591)	302	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__B8-G4;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__		LAP
ZJ_WZ_contig_23867843.region001	ZJ_WZ_bin_204	0.5443375150437354	87.52	2.171	63.3	45878	3484937	219	3402	140448	0.912166743	c__Gammaproteobacteria (UID4267)	544	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		terpene
JS_YC_contig_6238280.region001	JS_YC_bin_35	0.5438272484402603	69.65	0.967	48.7	34616	4295173	239	3896	108985	0.895761529	c__Deltaproteobacteria (UID3216)	247	50.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__NBML01;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction	hydrogen-cyanide
JS_YC_contig_23261027.region001	JS_YC_bin_35	0.5438272416697231	69.65	0.967	48.7	34616	4295173	239	3896	108985	0.895761529	c__Deltaproteobacteria (UID3216)	247	50.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__NBML01;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction	betalactone
GD_ZH_contig_81338.region001	GD_ZH_bin_20	0.5435704957011352	93.95	3.26	65.1	61681	4431010	143	4214	174155	0.879419302	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		terpene
GD_ZH_contig_21300796.region001	GD_ZH_bin_20	0.5435704957011352	93.95	3.26	65.1	61681	4431010	143	4214	174155	0.879419302	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		NRPS-like
